Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Average_Estimator
2819,2047,2047,2047,8191,8191,4504.6
2820,2047,2047,2047,8191,8191,4504.6
2821,2047,2047,2047,8191,8191,4504.6
2822,2047,2047,2047,8191,8191,4504.6
2823,2047,2047,2047,8191,8191,4504.6
2824,2047,2047,2047,8191,8191,4504.6
2825,2047,2047,2047,8191,8191,4504.6
2826,2047,2047,2047,8191,8191,4504.6
2827,2047,2047,2047,8191,8191,4504.6
2828,2047,2047,2047,8191,8191,4504.6
2829,2047,2047,2047,8191,8191,4504.6
2830,2047,2047,2047,8191,8191,4504.6
2831,2047,2047,2047,8191,8191,4504.6
2832,2047,2047,2047,8191,8191,4504.6
2833,2047,2047,2047,8191,8191,4504.6
2834,2047,2047,2047,8191,8191,4504.6
2835,2047,2047,2047,8191,8191,4504.6
2836,2047,2047,2047,8191,8191,4504.6
2837,2047,2047,2047,8191,8191,4504.6
2838,2047,2047,2047,8191,8191,4504.6
2839,2047,2047,2047,8191,8191,4504.6
2840,2047,2047,2047,8191,8191,4504.6
2841,2047,2047,2047,8191,8191,4504.6
2842,2047,2047,2047,8191,8191,4504.6
2843,2047,2047,2047,8191,8191,4504.6
2844,2047,2047,2047,8191,8191,4504.6
2845,2047,2047,2047,8191,8191,4504.6
2846,2047,2047,2047,8191,8191,4504.6
2847,2047,2047,2047,8191,8191,4504.6
2848,2047,2047,2047,8191,8191,4504.6
2849,2047,2047,2047,8191,8191,4504.6
2850,2047,2047,2047,8191,8191,4504.6
2851,2047,2047,2047,8191,8191,4504.6
2852,2047,2047,2047,8191,8191,4504.6
2853,2047,2047,2047,8191,8191,4504.6
2854,2047,2047,2047,8191,8191,4504.6
2855,2047,2047,2047,8191,8191,4504.6
2856,2047,2047,2047,8191,8191,4504.6
2857,2047,2047,2047,8191,8191,4504.6
2858,2047,2047,2047,8191,8191,4504.6
2859,2047,2047,2047,8191,8191,4504.6
2860,2047,2047,2047,8191,8191,4504.6
2861,2047,2047,2047,8191,8191,4504.6
2862,2047,2047,2047,8191,8191,4504.6
2863,2047,2047,2047,8191,8191,4504.6
2864,2047,2047,2047,8191,8191,4504.6
2865,2047,2047,2047,8191,8191,4504.6
2866,2047,2047,2047,8191,8191,4504.6
2867,2047,2047,2047,8191,8191,4504.6
2868,2047,2047,2047,8191,8191,4504.6
2869,2047,2047,2047,8191,8191,4504.6
2870,2047,2047,2047,8191,8191,4504.6
2871,2047,2047,2047,8191,8191,4504.6
2872,2047,2047,2047,8191,8191,4504.6
2873,2047,2047,2047,8191,8191,4504.6
2874,2047,2047,2047,8191,8191,4504.6
2875,2047,2047,2047,8191,8191,4504.6
2876,2047,2047,2047,8191,8191,4504.6
2877,2047,2047,2047,8191,8191,4504.6
2878,2047,2047,2047,8191,8191,4504.6
2879,2047,2047,2047,8191,8191,4504.6
2880,2047,2047,2047,8191,8191,4504.6
2881,2047,2047,2047,8191,8191,4504.6
2882,2047,2047,2047,8191,8191,4504.6
2883,2047,2047,2047,8191,8191,4504.6
2884,2047,2047,2047,8191,8191,4504.6
2885,2047,2047,2047,8191,8191,4504.6
2886,2047,2047,2047,8191,8191,4504.6
2887,2047,2047,2047,8191,8191,4504.6
2888,2047,2047,2047,8191,8191,4504.6
2889,2047,2047,2047,8191,8191,4504.6
2890,2047,2047,2047,8191,8191,4504.6
2891,2047,2047,2047,8191,8191,4504.6
2892,2047,2047,2047,8191,8191,4504.6
2893,2047,2047,2047,8191,8191,4504.6
2894,2047,2047,2047,8191,8191,4504.6
2895,2047,2047,2047,8191,8191,4504.6
2896,2047,2047,2047,8191,8191,4504.6
2897,2047,2047,2047,8191,8191,4504.6
2898,2047,2047,2047,8191,8191,4504.6
2899,2047,2047,2047,8191,8191,4504.6
2900,2047,2047,2047,8191,8191,4504.6
2901,2047,2047,2047,8191,8191,4504.6
2902,2047,2047,2047,8191,8191,4504.6
2903,2047,2047,2047,8191,8191,4504.6
2904,2047,2047,2047,8191,8191,4504.6
2905,2047,2047,2047,8191,8191,4504.6
2906,2047,2047,2047,8191,8191,4504.6
2907,2047,2047,2047,8191,8191,4504.6
2908,2047,2047,2047,8191,8191,4504.6
2909,2047,2047,2047,8191,8191,4504.6
2910,2047,2047,2047,8191,8191,4504.6
2911,2047,2047,2047,8191,8191,4504.6
2912,2047,2047,2047,8191,8191,4504.6
2913,2047,2047,2047,8191,8191,4504.6
2914,2047,2047,2047,8191,8191,4504.6
2915,2047,2047,2047,8191,8191,4504.6
2916,2047,2047,2047,8191,8191,4504.6
2917,2047,2047,2047,8191,8191,4504.6
2918,2047,2047,2047,8191,8191,4504.6
2919,2047,2047,2047,8191,8191,4504.6
2920,2047,2047,2047,8191,8191,4504.6
2921,2047,2047,2047,8191,8191,4504.6
2922,2047,2047,2047,8191,8191,4504.6
2923,2047,2047,2047,8191,8191,4504.6
2924,2047,2047,2047,8191,8191,4504.6
2925,2047,2047,2047,8191,8191,4504.6
2926,2047,2047,2047,8191,8191,4504.6
2927,2047,2047,2047,8191,8191,4504.6
2928,2047,2047,2047,8191,8191,4504.6
2929,2047,2047,2047,8191,8191,4504.6
2930,2047,2047,2047,8191,8191,4504.6
2931,2047,2047,2047,8191,8191,4504.6
2932,2047,2047,2047,8191,8191,4504.6
2933,2047,2047,2047,8191,8191,4504.6
2934,2047,2047,2047,8191,8191,4504.6
2935,2047,2047,2047,8191,8191,4504.6
2936,2047,2047,2047,8191,8191,4504.6
2937,2047,2047,2047,8191,8191,4504.6
2938,2047,2047,2047,8191,8191,4504.6
2939,2047,2047,2047,8191,8191,4504.6
2940,2047,2047,2047,8191,8191,4504.6
2941,2047,2047,2047,8191,8191,4504.6
2942,2047,2047,2047,8191,8191,4504.6
2943,2047,2047,2047,8191,8191,4504.6
2944,2047,2047,2047,8191,8191,4504.6
2945,2047,2047,2047,8191,8191,4504.6
2946,2047,2047,2047,8191,8191,4504.6
2947,2047,2047,2047,8191,8191,4504.6
2948,2047,2047,2047,8191,8191,4504.6
2949,2047,2047,2047,8191,8191,4504.6
2950,2047,2047,2047,8191,8191,4504.6
2951,2047,2047,2047,8191,8191,4504.6
2952,2047,2047,2047,8191,8191,4504.6
2953,2047,2047,2047,8191,8191,4504.6
2954,2047,2047,2047,8191,8191,4504.6
2955,2047,2047,2047,8191,8191,4504.6
2956,2047,2047,2047,8191,8191,4504.6
2957,2047,2047,2047,8191,8191,4504.6
2958,2047,2047,2047,8191,8191,4504.6
2959,2047,2047,2047,8191,8191,4504.6
2960,2047,2047,2047,8191,8191,4504.6
2961,2047,2047,2047,8191,8191,4504.6
2962,2047,2047,2047,8191,8191,4504.6
2963,2047,2047,2047,8191,8191,4504.6
2964,2047,2047,2047,8191,8191,4504.6
2965,2047,2047,2047,8191,8191,4504.6
2966,2047,2047,2047,8191,8191,4504.6
2967,2047,2047,2047,8191,8191,4504.6
2968,2047,2047,2047,8191,8191,4504.6
2969,2047,2047,2047,8191,8191,4504.6
2970,2047,2047,2047,8191,8191,4504.6
2971,2047,2047,2047,8191,8191,4504.6
2972,2047,2047,2047,8191,8191,4504.6
2973,2047,2047,2047,8191,8191,4504.6
2974,2047,2047,2047,8191,8191,4504.6
2975,2047,2047,2047,8191,8191,4504.6
2976,2047,2047,2047,8191,8191,4504.6
2977,2047,2047,2047,8191,8191,4504.6
2978,2047,2047,2047,8191,8191,4504.6
2979,2047,2047,2047,8191,8191,4504.6
2980,2047,2047,2047,8191,8191,4504.6
2981,2047,2047,2047,8191,8191,4504.6
2982,2047,2047,2047,8191,8191,4504.6
2983,2047,2047,2047,8191,8191,4504.6
2984,2047,2047,2047,8191,8191,4504.6
2985,2047,2047,2047,8191,8191,4504.6
2986,2047,2047,2047,8191,8191,4504.6
2987,2047,2047,2047,8191,8191,4504.6
2988,2047,2047,2047,8191,8191,4504.6
2989,2047,2047,2047,8191,8191,4504.6
2990,2047,2047,2047,8191,8191,4504.6
2991,2047,2047,2047,8191,8191,4504.6
2992,2047,2047,2047,8191,8191,4504.6
2993,2047,2047,2047,8191,8191,4504.6
2994,2047,2047,2047,8191,8191,4504.6
2995,2047,2047,2047,8191,8191,4504.6
2996,2047,2047,2047,8191,8191,4504.6
2997,2047,2047,2047,8191,8191,4504.6
2998,2047,2047,2047,8191,8191,4504.6
2999,2047,2047,2047,8191,8191,4504.6
3000,2047,2047,2047,8191,8191,4504.6
3001,2047,2047,2047,8191,8191,4504.6
3002,2047,2047,2047,8191,8191,4504.6
3003,2047,2047,2047,8191,8191,4504.6
3004,2047,2047,2047,8191,8191,4504.6
3005,2047,2047,2047,8191,8191,4504.6
3006,2047,2047,2047,8191,8191,4504.6
3007,2047,2047,2047,8191,8191,4504.6
3008,2047,2047,2047,8191,8191,4504.6
3009,2047,2047,2047,8191,8191,4504.6
3010,2047,2047,2047,8191,8191,4504.6
3011,2047,2047,2047,8191,8191,4504.6
3012,2047,2047,2047,8191,8191,4504.6
3013,2047,2047,2047,8191,8191,4504.6
3014,2047,2047,2047,8191,8191,4504.6
3015,2047,2047,2047,8191,8191,4504.6
3016,2047,2047,2047,8191,8191,4504.6
3017,2047,2047,2047,8191,8191,4504.6
3018,2047,2047,2047,8191,8191,4504.6
3019,2047,2047,2047,8191,8191,4504.6
3020,2047,2047,2047,8191,8191,4504.6
3021,2047,2047,2047,8191,8191,4504.6
3022,2047,2047,2047,8191,8191,4504.6
3023,2047,2047,2047,8191,8191,4504.6
3024,2047,2047,2047,8191,8191,4504.6
3025,2047,2047,2047,8191,8191,4504.6
3026,2047,2047,2047,8191,8191,4504.6
3027,2047,2047,2047,8191,8191,4504.6
3028,2047,2047,2047,8191,8191,4504.6
3029,2047,2047,2047,8191,8191,4504.6
3030,2047,2047,2047,8191,8191,4504.6
3031,2047,2047,2047,8191,8191,4504.6
3032,2047,2047,2047,8191,8191,4504.6
3033,2047,2047,2047,8191,8191,4504.6
3034,2047,2047,2047,8191,8191,4504.6
3035,2047,2047,2047,8191,8191,4504.6
3036,2047,2047,2047,8191,8191,4504.6
3037,2047,2047,2047,8191,8191,4504.6
3038,2047,2047,2047,8191,8191,4504.6
3039,2047,2047,2047,8191,8191,4504.6
3040,2047,2047,2047,8191,8191,4504.6
3041,2047,2047,2047,8191,8191,4504.6
3042,2047,2047,2047,8191,8191,4504.6
3043,2047,2047,2047,8191,8191,4504.6
3044,2047,2047,2047,8191,8191,4504.6
3045,2047,2047,2047,8191,8191,4504.6
3046,2047,2047,2047,8191,8191,4504.6
3047,2047,2047,2047,8191,8191,4504.6
3048,2047,2047,2047,8191,8191,4504.6
3049,2047,2047,2047,8191,8191,4504.6
3050,2047,2047,2047,8191,8191,4504.6
3051,2047,2047,2047,8191,8191,4504.6
3052,2047,2047,2047,8191,8191,4504.6
3053,2047,2047,2047,8191,8191,4504.6
3054,2047,2047,2047,8191,8191,4504.6
3055,2047,2047,2047,8191,8191,4504.6
3056,2047,2047,2047,8191,8191,4504.6
3057,2047,2047,2047,8191,8191,4504.6
3058,2047,2047,2047,8191,8191,4504.6
3059,2047,2047,2047,8191,8191,4504.6
3060,2047,2047,2047,8191,8191,4504.6
3061,2047,2047,2047,8191,8191,4504.6
3062,2047,2047,2047,8191,8191,4504.6
3063,2047,2047,2047,8191,8191,4504.6
3064,2047,2047,2047,8191,8191,4504.6
3065,2047,2047,2047,8191,8191,4504.6
3066,2047,2047,2047,8191,8191,4504.6
3067,2047,2047,2047,8191,8191,4504.6
3068,2047,2047,2047,8191,8191,4504.6
3069,2047,2047,2047,8191,8191,4504.6
3070,2047,2047,2047,8191,8191,4504.6
3071,2047,2047,2047,8191,8191,4504.6
3072,2047,2047,2047,8191,8191,4504.6
3073,2047,2047,2047,8191,8191,4504.6
3074,2047,2047,2047,8191,8191,4504.6
3075,2047,2047,2047,8191,8191,4504.6
3076,2047,2047,2047,8191,8191,4504.6
3077,2047,2047,2047,8191,8191,4504.6
3078,2047,2047,2047,8191,8191,4504.6
3079,2047,2047,2047,8191,8191,4504.6
3080,2047,2047,2047,8191,8191,4504.6
3081,2047,2047,2047,8191,8191,4504.6
3082,2047,2047,2047,8191,8191,4504.6
3083,2047,2047,2047,8191,8191,4504.6
3084,2047,2047,2047,8191,8191,4504.6
3085,2047,2047,2047,8191,8191,4504.6
3086,2047,2047,2047,8191,8191,4504.6
3087,2047,2047,2047,8191,8191,4504.6
3088,2047,2047,2047,8191,8191,4504.6
3089,2047,2047,2047,8191,8191,4504.6
3090,2047,2047,2047,8191,8191,4504.6
3091,2047,2047,2047,8191,8191,4504.6
3092,2047,2047,2047,8191,8191,4504.6
3093,2047,2047,2047,8191,8191,4504.6
3094,2047,2047,2047,8191,8191,4504.6
3095,2047,2047,2047,8191,8191,4504.6
3096,2047,2047,2047,8191,8191,4504.6
3097,2047,2047,2047,8191,8191,4504.6
3098,2047,2047,2047,8191,8191,4504.6
3099,2047,2047,2047,8191,8191,4504.6
3100,2047,2047,2047,8191,8191,4504.6
3101,2047,2047,2047,8191,8191,4504.6
3102,2047,2047,2047,8191,8191,4504.6
3103,2047,2047,2047,8191,8191,4504.6
3104,2047,2047,2047,8191,8191,4504.6
3105,2047,2047,2047,8191,8191,4504.6
3106,2047,2047,2047,8191,8191,4504.6
3107,2047,2047,2047,8191,8191,4504.6
3108,2047,2047,2047,8191,8191,4504.6
3109,2047,2047,2047,8191,8191,4504.6
3110,2047,2047,2047,8191,8191,4504.6
3111,2047,2047,2047,8191,8191,4504.6
3112,2047,2047,2047,8191,8191,4504.6
3113,2047,2047,2047,8191,8191,4504.6
3114,2047,2047,2047,8191,8191,4504.6
3115,2047,2047,2047,8191,8191,4504.6
3116,2047,2047,2047,8191,8191,4504.6
3117,2047,2047,2047,8191,8191,4504.6
3118,2047,2047,2047,8191,8191,4504.6
3119,2047,2047,2047,8191,8191,4504.6
3120,2047,2047,2047,8191,8191,4504.6
3121,2047,2047,2047,8191,8191,4504.6
3122,2047,2047,2047,8191,8191,4504.6
3123,2047,2047,2047,8191,8191,4504.6
3124,2047,2047,2047,8191,8191,4504.6
3125,2047,2047,2047,8191,8191,4504.6
3126,2047,2047,2047,8191,8191,4504.6
3127,2047,2047,2047,8191,8191,4504.6
3128,2047,2047,2047,8191,8191,4504.6
3129,2047,2047,2047,8191,8191,4504.6
3130,2047,2047,2047,8191,8191,4504.6
3131,2047,2047,2047,8191,8191,4504.6
3132,2047,2047,2047,8191,8191,4504.6
3133,2047,2047,2047,8191,8191,4504.6
3134,2047,2047,2047,8191,8191,4504.6
3135,2047,2047,2047,8191,8191,4504.6
3136,2047,2047,2047,8191,8191,4504.6
3137,2047,2047,2047,8191,8191,4504.6
3138,2047,2047,2047,8191,8191,4504.6
3139,2047,2047,2047,8191,8191,4504.6
3140,2047,2047,2047,8191,8191,4504.6
3141,2047,2047,2047,8191,8191,4504.6
3142,2047,2047,2047,8191,8191,4504.6
3143,2047,2047,2047,8191,8191,4504.6
3144,2047,2047,2047,8191,8191,4504.6
3145,2047,2047,2047,8191,8191,4504.6
3146,2047,2047,2047,8191,8191,4504.6
3147,2047,2047,2047,8191,8191,4504.6
3148,2047,2047,2047,8191,8191,4504.6
3149,2047,2047,2047,8191,8191,4504.6
3150,2047,2047,2047,8191,8191,4504.6
3151,2047,2047,2047,8191,8191,4504.6
3152,2047,2047,2047,8191,8191,4504.6
3153,2047,2047,2047,8191,8191,4504.6
3154,2047,2047,2047,8191,8191,4504.6
3155,2047,2047,2047,8191,8191,4504.6
3156,2047,2047,2047,8191,8191,4504.6
3157,2047,2047,2047,8191,8191,4504.6
3158,2047,2047,2047,8191,8191,4504.6
3159,2047,2047,2047,8191,8191,4504.6
3160,2047,2047,2047,8191,8191,4504.6
3161,2047,2047,2047,8191,8191,4504.6
3162,2047,2047,2047,8191,8191,4504.6
3163,2047,2047,2047,8191,8191,4504.6
3164,2047,2047,2047,8191,8191,4504.6
3165,2047,2047,2047,8191,8191,4504.6
3166,2047,2047,2047,8191,8191,4504.6
3167,2047,2047,2047,8191,8191,4504.6
3168,2047,2047,2047,8191,8191,4504.6
3169,2047,2047,2047,8191,8191,4504.6
3170,2047,2047,2047,8191,8191,4504.6
3171,2047,2047,2047,8191,8191,4504.6
3172,2047,2047,2047,8191,8191,4504.6
3173,2047,2047,2047,8191,8191,4504.6
3174,2047,2047,2047,8191,8191,4504.6
3175,2047,2047,2047,8191,8191,4504.6
3176,2047,2047,2047,8191,8191,4504.6
3177,2047,2047,2047,8191,8191,4504.6
3178,2047,2047,2047,8191,8191,4504.6
3179,2047,2047,2047,8191,8191,4504.6
3180,2047,2047,2047,8191,8191,4504.6
3181,2047,2047,2047,8191,8191,4504.6
3182,2047,2047,2047,8191,8191,4504.6
3183,2047,2047,2047,8191,8191,4504.6
3184,2047,2047,2047,8191,8191,4504.6
3185,2047,2047,2047,8191,8191,4504.6
3186,2047,2047,2047,8191,8191,4504.6
3187,2047,2047,2047,8191,8191,4504.6
3188,2047,2047,2047,8191,8191,4504.6
3189,2047,2047,2047,8191,8191,4504.6
3190,2047,2047,2047,8191,8191,4504.6
3191,2047,2047,2047,8191,8191,4504.6
3192,2047,2047,2047,8191,8191,4504.6
3193,2047,2047,2047,8191,8191,4504.6
3194,2047,2047,2047,8191,8191,4504.6
3195,2047,2047,2047,8191,8191,4504.6
3196,2047,2047,2047,8191,8191,4504.6
3197,2047,2047,2047,8191,8191,4504.6
3198,2047,2047,2047,8191,8191,4504.6
3199,2047,2047,2047,8191,8191,4504.6
3200,2047,2047,2047,8191,8191,4504.6
3201,2047,2047,2047,8191,8191,4504.6
3202,2047,2047,2047,8191,8191,4504.6
3203,2047,2047,2047,8191,8191,4504.6
3204,2047,2047,2047,8191,8191,4504.6
3205,2047,2047,2047,8191,8191,4504.6
3206,2047,2047,2047,8191,8191,4504.6
3207,2047,2047,2047,8191,8191,4504.6
3208,2047,2047,2047,8191,8191,4504.6
3209,2047,2047,2047,8191,8191,4504.6
3210,2047,2047,2047,8191,8191,4504.6
3211,2047,2047,2047,8191,8191,4504.6
3212,2047,2047,2047,8191,8191,4504.6
3213,2047,2047,2047,8191,8191,4504.6
3214,2047,2047,2047,8191,8191,4504.6
3215,2047,2047,2047,8191,8191,4504.6
3216,2047,2047,2047,8191,8191,4504.6
3217,2047,2047,2047,8191,8191,4504.6
3218,2047,2047,2047,8191,8191,4504.6
3219,2047,2047,2047,8191,8191,4504.6
3220,2047,2047,2047,8191,8191,4504.6
3221,2047,2047,2047,8191,8191,4504.6
3222,2047,2047,2047,8191,8191,4504.6
3223,2047,2047,2047,8191,8191,4504.6
3224,2047,2047,2047,8191,8191,4504.6
3225,2047,2047,2047,8191,8191,4504.6
3226,2047,2047,2047,8191,8191,4504.6
3227,2047,2047,2047,8191,8191,4504.6
3228,2047,2047,2047,8191,8191,4504.6
3229,2047,2047,2047,8191,8191,4504.6
3230,2047,2047,2047,8191,8191,4504.6
3231,2047,2047,2047,8191,8191,4504.6
3232,2047,2047,2047,8191,8191,4504.6
3233,2047,2047,2047,8191,8191,4504.6
3234,2047,2047,2047,8191,8191,4504.6
3235,2047,2047,2047,8191,8191,4504.6
3236,2047,2047,2047,8191,8191,4504.6
3237,2047,2047,2047,8191,8191,4504.6
3238,2047,2047,2047,8191,8191,4504.6
3239,2047,2047,2047,8191,8191,4504.6
3240,2047,2047,2047,8191,8191,4504.6
3241,2047,2047,2047,8191,8191,4504.6
3242,2047,2047,2047,8191,8191,4504.6
3243,2047,2047,2047,8191,8191,4504.6
3244,2047,2047,2047,8191,8191,4504.6
3245,2047,2047,2047,8191,8191,4504.6
3246,2047,2047,2047,8191,8191,4504.6
3247,2047,2047,2047,8191,8191,4504.6
3248,2047,2047,2047,8191,8191,4504.6
3249,2047,2047,2047,8191,8191,4504.6
3250,2047,2047,2047,8191,8191,4504.6
3251,2047,2047,2047,8191,8191,4504.6
3252,2047,2047,2047,8191,8191,4504.6
3253,2047,2047,2047,8191,8191,4504.6
3254,2047,2047,2047,8191,8191,4504.6
3255,2047,2047,2047,8191,8191,4504.6
3256,2047,2047,2047,8191,8191,4504.6
3257,2047,2047,2047,8191,8191,4504.6
3258,2047,2047,2047,8191,8191,4504.6
3259,2047,2047,2047,8191,8191,4504.6
3260,2047,2047,2047,8191,8191,4504.6
3261,2047,2047,2047,8191,8191,4504.6
3262,2047,2047,2047,8191,8191,4504.6
3263,2047,2047,2047,8191,8191,4504.6
3264,2047,2047,2047,8191,8191,4504.6
3265,2047,2047,2047,8191,8191,4504.6
3266,2047,2047,2047,8191,8191,4504.6
3267,2047,2047,2047,8191,8191,4504.6
3268,2047,2047,2047,8191,8191,4504.6
3269,2047,2047,2047,8191,8191,4504.6
3270,2047,2047,2047,8191,8191,4504.6
3271,2047,2047,2047,8191,8191,4504.6
3272,2047,2047,2047,8191,8191,4504.6
3273,2047,2047,2047,8191,8191,4504.6
3274,2047,2047,2047,8191,8191,4504.6
3275,2047,2047,2047,8191,8191,4504.6
3276,2047,2047,2047,8191,8191,4504.6
3277,2047,2047,2047,8191,8191,4504.6
3278,2047,2047,2047,8191,8191,4504.6
3279,2047,2047,2047,8191,8191,4504.6
3280,2047,2047,2047,8191,8191,4504.6
3281,2047,2047,2047,8191,8191,4504.6
3282,2047,2047,2047,8191,8191,4504.6
3283,2047,2047,2047,8191,8191,4504.6
3284,2047,2047,2047,8191,8191,4504.6
3285,2047,2047,2047,8191,8191,4504.6
3286,2047,2047,2047,8191,8191,4504.6
3287,2047,2047,2047,8191,8191,4504.6
3288,2047,2047,2047,8191,8191,4504.6
3289,2047,2047,2047,8191,8191,4504.6
3290,2047,2047,2047,8191,8191,4504.6
3291,2047,2047,2047,8191,8191,4504.6
3292,2047,2047,2047,8191,8191,4504.6
3293,2047,2047,2047,8191,8191,4504.6
3294,2047,2047,2047,8191,8191,4504.6
3295,2047,2047,2047,8191,8191,4504.6
3296,2047,2047,2047,8191,8191,4504.6
3297,2047,2047,2047,8191,8191,4504.6
3298,2047,2047,2047,8191,8191,4504.6
3299,2047,2047,2047,8191,8191,4504.6
3300,2047,2047,2047,8191,8191,4504.6
3301,2047,2047,2047,8191,8191,4504.6
3302,2047,2047,2047,8191,8191,4504.6
3303,2047,2047,2047,8191,8191,4504.6
3304,2047,2047,2047,8191,8191,4504.6
3305,2047,2047,2047,8191,8191,4504.6
3306,2047,2047,2047,8191,8191,4504.6
3307,2047,2047,2047,8191,8191,4504.6
3308,2047,2047,2047,8191,8191,4504.6
3309,2047,2047,2047,8191,8191,4504.6
3310,2047,2047,2047,8191,8191,4504.6
3311,2047,2047,2047,8191,8191,4504.6
3312,2047,2047,2047,8191,8191,4504.6
3313,2047,2047,2047,8191,8191,4504.6
3314,2047,2047,2047,8191,8191,4504.6
3315,2047,2047,2047,8191,8191,4504.6
3316,2047,2047,2047,8191,8191,4504.6
3317,2047,2047,2047,8191,8191,4504.6
3318,2047,2047,2047,8191,8191,4504.6
3319,2047,2047,2047,8191,8191,4504.6
3320,2047,2047,2047,8191,8191,4504.6
3321,2047,2047,2047,8191,8191,4504.6
3322,2047,2047,2047,8191,8191,4504.6
3323,2047,2047,2047,8191,8191,4504.6
3324,2047,2047,2047,8191,8191,4504.6
3325,2047,2047,2047,8191,8191,4504.6
3326,2047,2047,2047,8191,8191,4504.6
3327,2047,2047,2047,8191,8191,4504.6
3328,2047,2047,2047,8191,8191,4504.6
3329,2047,2047,2047,8191,8191,4504.6
3330,2047,2047,2047,8191,8191,4504.6
3331,2047,2047,2047,8191,8191,4504.6
3332,2047,2047,2047,8191,8191,4504.6
3333,2047,2047,2047,8191,8191,4504.6
3334,2047,2047,2047,8191,8191,4504.6
3335,2047,2047,2047,8191,8191,4504.6
3336,2047,2047,2047,8191,8191,4504.6
3337,2047,2047,2047,8191,8191,4504.6
3338,2047,2047,2047,8191,8191,4504.6
3339,2047,2047,2047,8191,8191,4504.6
3340,2047,2047,2047,8191,8191,4504.6
3341,2047,2047,2047,8191,8191,4504.6
3342,2047,2047,2047,8191,8191,4504.6
3343,2047,2047,2047,8191,8191,4504.6
3344,2047,2047,2047,8191,8191,4504.6
3345,2047,2047,2047,8191,8191,4504.6
3346,2047,2047,2047,8191,8191,4504.6
3347,2047,2047,2047,8191,8191,4504.6
3348,2047,2047,2047,8191,8191,4504.6
3349,2047,2047,2047,8191,8191,4504.6
3350,2047,2047,2047,8191,8191,4504.6
3351,2047,2047,2047,8191,8191,4504.6
3352,2047,2047,2047,8191,8191,4504.6
3353,2047,2047,2047,8191,8191,4504.6
3354,2047,2047,2047,8191,8191,4504.6
3355,2047,2047,2047,8191,8191,4504.6
3356,2047,2047,2047,8191,8191,4504.6
3357,2047,2047,2047,8191,8191,4504.6
3358,2047,2047,2047,8191,8191,4504.6
3359,2047,2047,2047,8191,8191,4504.6
3360,2047,2047,2047,8191,8191,4504.6
3361,2047,2047,2047,8191,8191,4504.6
3362,2047,2047,2047,8191,8191,4504.6
3363,2047,2047,2047,8191,8191,4504.6
3364,2047,2047,2047,8191,8191,4504.6
3365,2047,2047,2047,8191,8191,4504.6
3366,2047,2047,2047,8191,8191,4504.6
3367,2047,2047,2047,8191,8191,4504.6
3368,2047,2047,2047,8191,8191,4504.6
3369,2047,2047,2047,8191,8191,4504.6
3370,2047,2047,2047,8191,8191,4504.6
3371,2047,2047,2047,8191,8191,4504.6
3372,2047,2047,2047,8191,8191,4504.6
3373,2047,2047,2047,8191,8191,4504.6
3374,2047,2047,2047,8191,8191,4504.6
3375,2047,2047,2047,8191,8191,4504.6
3376,2047,2047,2047,8191,8191,4504.6
3377,2047,2047,2047,8191,8191,4504.6
3378,2047,2047,2047,8191,8191,4504.6
3379,2047,2047,2047,8191,8191,4504.6
3380,2047,2047,2047,8191,8191,4504.6
3381,2047,2047,2047,8191,8191,4504.6
3382,2047,2047,2047,8191,8191,4504.6
3383,2047,2047,2047,8191,8191,4504.6
3384,2047,2047,2047,8191,8191,4504.6
3385,2047,2047,2047,8191,8191,4504.6
3386,2047,2047,2047,8191,8191,4504.6
3387,2047,2047,2047,8191,8191,4504.6
3388,2047,2047,2047,8191,8191,4504.6
3389,2047,2047,2047,8191,8191,4504.6
3390,2047,2047,2047,8191,8191,4504.6
3391,2047,2047,2047,8191,8191,4504.6
3392,2047,2047,2047,8191,8191,4504.6
3393,2047,2047,2047,8191,8191,4504.6
3394,2047,2047,2047,8191,8191,4504.6
3395,2047,2047,2047,8191,8191,4504.6
3396,2047,2047,2047,8191,8191,4504.6
3397,2047,2047,2047,8191,8191,4504.6
3398,2047,2047,2047,8191,8191,4504.6
3399,2047,2047,2047,8191,8191,4504.6
3400,2047,2047,2047,8191,8191,4504.6
3401,2047,2047,2047,8191,8191,4504.6
3402,2047,2047,2047,8191,8191,4504.6
3403,2047,2047,2047,8191,8191,4504.6
3404,2047,2047,2047,8191,8191,4504.6
3405,2047,2047,2047,8191,8191,4504.6
3406,2047,2047,2047,8191,8191,4504.6
3407,2047,2047,2047,8191,8191,4504.6
3408,2047,2047,2047,8191,8191,4504.6
3409,2047,2047,2047,8191,8191,4504.6
3410,2047,2047,2047,8191,8191,4504.6
3411,2047,2047,2047,8191,8191,4504.6
3412,2047,2047,2047,8191,8191,4504.6
3413,2047,2047,2047,8191,8191,4504.6
3414,2047,2047,2047,8191,8191,4504.6
3415,2047,2047,2047,8191,8191,4504.6
3416,2047,2047,2047,8191,8191,4504.6
3417,2047,2047,2047,8191,8191,4504.6
3418,2047,2047,2047,8191,8191,4504.6
3419,2047,2047,2047,8191,8191,4504.6
3420,2047,2047,2047,8191,8191,4504.6
3421,2047,2047,2047,8191,8191,4504.6
3422,2047,2047,2047,8191,8191,4504.6
3423,2047,2047,2047,8191,8191,4504.6
3424,2047,2047,2047,8191,8191,4504.6
