Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Average_Estimator
3040,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3041,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3042,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3043,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3044,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3045,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3046,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3047,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3048,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3049,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3050,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3051,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3052,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3053,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3054,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3055,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3056,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3057,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3058,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3059,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3060,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3061,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3062,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3063,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3064,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3065,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3066,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3067,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3068,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3069,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3070,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3071,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3072,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3073,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3074,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3075,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3076,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3077,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3078,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3079,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3080,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3081,2047,2047,2047,2047,4095,2047,4095,2047,2047,4095,2661.4
3082,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3083,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3084,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3085,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3086,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3087,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3088,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3089,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3090,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3091,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3092,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3093,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3094,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3095,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3096,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3097,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3098,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3099,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3100,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3101,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3102,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3103,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3104,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3105,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3106,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3107,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3108,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3109,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3110,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3111,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3112,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3113,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3114,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3115,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3116,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3117,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3118,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3119,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3120,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3121,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3122,2047,2047,2047,2047,4095,2047,8191,2047,2047,4095,3071
3123,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3124,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3125,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3126,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3127,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3128,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3129,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3130,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3131,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3132,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3133,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3134,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3135,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3136,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3137,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3138,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3139,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3140,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3141,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3142,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3143,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3144,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3145,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3146,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3147,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3148,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3149,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3150,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3151,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3152,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3153,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3154,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3155,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3156,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3157,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3158,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3159,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3160,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3161,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3162,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3163,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3164,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3165,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3166,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3167,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3168,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3169,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3170,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3171,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3172,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3173,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3174,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3175,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3176,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3177,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3178,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3179,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3180,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3181,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3182,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3183,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3184,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3185,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3186,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3187,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3188,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3189,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3190,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3191,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3192,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3193,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3194,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3195,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3196,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3197,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3198,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3199,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3200,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3201,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3202,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3203,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3204,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3205,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3206,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3207,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3208,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3209,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3210,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3211,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3212,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3213,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3214,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3215,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3216,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3217,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3218,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3219,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3220,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3221,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3222,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3223,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3224,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3225,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3226,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3227,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3228,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3229,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3230,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3231,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3232,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3233,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3234,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3235,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3236,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3237,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3238,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3239,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3240,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3241,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3242,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3243,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3244,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3245,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3246,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3247,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3248,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3249,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3250,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3251,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3252,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3253,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3254,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3255,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3256,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3257,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3258,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3259,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3260,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3261,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3262,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3263,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3264,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3265,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3266,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3267,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3268,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3269,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3270,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3271,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3272,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3273,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3274,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3275,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3276,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3277,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3278,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3279,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3280,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3281,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3282,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3283,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3284,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3285,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3286,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3287,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3288,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3289,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3290,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3291,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3292,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3293,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3294,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3295,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3296,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3297,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3298,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3299,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3300,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3301,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3302,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3303,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3304,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3305,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3306,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3307,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3308,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3309,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3310,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3311,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3312,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3313,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3314,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3315,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3316,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3317,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3318,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3319,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3320,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3321,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3322,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3323,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3324,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3325,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3326,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3327,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3328,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3329,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3330,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3331,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3332,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3333,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3334,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3335,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3336,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3337,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3338,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3339,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3340,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3341,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3342,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3343,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3344,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3345,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3346,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3347,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3348,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3349,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3350,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3351,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3352,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3353,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3354,2047,2047,2047,2047,4095,2047,8191,4095,2047,4095,3275.8
3355,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3356,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3357,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3358,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3359,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3360,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3361,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3362,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3363,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3364,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3365,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3366,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3367,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3368,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3369,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3370,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3371,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3372,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3373,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3374,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3375,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3376,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3377,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3378,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3379,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3380,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3381,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3382,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3383,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3384,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3385,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3386,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3387,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3388,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3389,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3390,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3391,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3392,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3393,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3394,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3395,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3396,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3397,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3398,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3399,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3400,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3401,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3402,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3403,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3404,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3405,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3406,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
3407,4095,2047,2047,2047,4095,2047,8191,4095,2047,4095,3480.6
