Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Average_Estimator
5047,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5048,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5049,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5050,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5051,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5052,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5053,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5054,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5055,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5056,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5057,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5058,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5059,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5060,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5061,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5062,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5063,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5064,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5065,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5066,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5067,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5068,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5069,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5070,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5071,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5072,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5073,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5074,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5075,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5076,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5077,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5078,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5079,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5080,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5081,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5082,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5083,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5084,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5085,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5086,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5087,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5088,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5089,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5090,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5091,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5092,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5093,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5094,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5095,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5096,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5097,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5098,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5099,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5100,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5101,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5102,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5103,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5104,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5105,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5106,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5107,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5108,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5109,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5110,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5111,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5112,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5113,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5114,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5115,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5116,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5117,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5118,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5119,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5120,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5121,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5122,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5123,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5124,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5125,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5126,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5127,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5128,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5129,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5130,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5131,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5132,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5133,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5134,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5135,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5136,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5137,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5138,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5139,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5140,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5141,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5142,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5143,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5144,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5145,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5146,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5147,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5148,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5149,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5150,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5151,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5152,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5153,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5154,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5155,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5156,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5157,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5158,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5159,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5160,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5161,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5162,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5163,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5164,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5165,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5166,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5167,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5168,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5169,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5170,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5171,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5172,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5173,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5174,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5175,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5176,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5177,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5178,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5179,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5180,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5181,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5182,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5183,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5184,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5185,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5186,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5187,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5188,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5189,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5190,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5191,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5192,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5193,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5194,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5195,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5196,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5197,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5198,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5199,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5200,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5201,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5202,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5203,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5204,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5205,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5206,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5207,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5208,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5209,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5210,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5211,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5212,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5213,8191,4095,2047,2047,4095,2047,8191,4095,8191,4095,4709.4
5214,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5215,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5216,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5217,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5218,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5219,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5220,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5221,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5222,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5223,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5224,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5225,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5226,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5227,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5228,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5229,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5230,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5231,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5232,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5233,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5234,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5235,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5236,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5237,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5238,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5239,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5240,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5241,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5242,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5243,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5244,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5245,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5246,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5247,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5248,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5249,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5250,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5251,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5252,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5253,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5254,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5255,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5256,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5257,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5258,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5259,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5260,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5261,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5262,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5263,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5264,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5265,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5266,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5267,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5268,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5269,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5270,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5271,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5272,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5273,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5274,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5275,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5276,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5277,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5278,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5279,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5280,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5281,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5282,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5283,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5284,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5285,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5286,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5287,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5288,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5289,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5290,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5291,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5292,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5293,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5294,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5295,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5296,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5297,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5298,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5299,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5300,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5301,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5302,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5303,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5304,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5305,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5306,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5307,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5308,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5309,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5310,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5311,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5312,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5313,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5314,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5315,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5316,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5317,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5318,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5319,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5320,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5321,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5322,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5323,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5324,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5325,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5326,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5327,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5328,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5329,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5330,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5331,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5332,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5333,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5334,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5335,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5336,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5337,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5338,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5339,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5340,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5341,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5342,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5343,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5344,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5345,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5346,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5347,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5348,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5349,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5350,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5351,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5352,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5353,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5354,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5355,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5356,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5357,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5358,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5359,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5360,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5361,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5362,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5363,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5364,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5365,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5366,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5367,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5368,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5369,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5370,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5371,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5372,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5373,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5374,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5375,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5376,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5377,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5378,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5379,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5380,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5381,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5382,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5383,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5384,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5385,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5386,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5387,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5388,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5389,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5390,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5391,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5392,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5393,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5394,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5395,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5396,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5397,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5398,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5399,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5400,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5401,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5402,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5403,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5404,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5405,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5406,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5407,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5408,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5409,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5410,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5411,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
5412,8191,4095,2047,4095,4095,2047,8191,4095,8191,4095,4914.2
