Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Average_Estimator
233,127,127,255,63,127,127,127,255,63,127,127,255,127,511,127,255,255,63,511,511,127,1023,127,255,255,237.08
234,127,127,255,63,127,127,127,255,63,127,127,255,127,511,127,255,255,63,511,511,127,1023,127,255,255,237.08
235,127,127,255,63,127,127,127,255,127,127,127,255,127,511,127,255,255,63,511,511,127,1023,127,255,255,239.64
236,127,127,255,63,127,127,127,255,127,127,127,255,127,511,127,255,255,63,511,511,127,1023,127,255,255,239.64
237,127,127,255,63,127,127,127,255,127,127,127,255,127,511,127,255,255,63,511,511,127,1023,127,255,255,239.64
238,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,127,1023,127,255,255,244.76
239,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
240,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
241,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
242,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
243,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
244,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
245,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
246,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
247,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
248,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
249,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
250,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
251,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
252,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
253,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
254,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
255,127,127,255,63,127,127,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,249.88
256,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,255,63,511,511,255,1023,127,255,255,255
257,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
258,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
259,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
260,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
261,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
262,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
263,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
264,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
265,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
266,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
267,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
268,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
269,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
270,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
271,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
272,127,127,255,63,127,255,127,255,127,255,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,265.24
273,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
274,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
275,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
276,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
277,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
278,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
279,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
280,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
281,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
282,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
283,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
284,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
285,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
286,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
287,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
288,127,127,255,63,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,275.48
289,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
290,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
291,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
292,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
293,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
294,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
295,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
296,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
297,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
298,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
299,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
300,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
301,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
302,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
303,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
304,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
305,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
306,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
307,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,511,255,1023,127,255,255,278.04
308,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
309,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
310,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
311,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
312,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
313,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
314,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
315,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
316,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
317,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
318,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
319,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
320,127,127,255,127,127,255,127,255,127,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,298.52
321,127,127,255,127,127,255,127,255,255,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,303.64
322,127,127,255,127,127,255,127,255,255,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,303.64
323,127,127,255,127,127,255,127,255,255,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,303.64
324,127,127,255,127,127,255,127,255,255,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,303.64
325,127,127,255,127,127,255,127,255,255,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,303.64
326,127,127,255,127,127,255,127,255,255,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,303.64
327,127,127,255,127,127,255,127,255,255,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,303.64
328,127,127,255,127,127,255,127,255,255,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,303.64
329,127,127,255,127,127,255,127,255,255,511,127,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,303.64
330,127,127,255,127,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,308.76
331,127,127,255,127,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,308.76
332,127,127,255,127,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,308.76
333,127,127,255,127,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,308.76
334,127,127,255,127,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,308.76
335,127,127,255,127,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,308.76
336,127,127,255,255,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,313.88
337,255,127,255,255,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,319
338,255,127,255,255,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,319
339,255,127,255,255,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,319
340,255,127,255,255,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,319
341,255,127,255,255,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,319
342,255,127,255,255,127,255,127,255,255,511,255,255,127,511,127,255,511,63,511,1023,255,1023,127,255,255,319
343,255,127,255,255,127,255,127,255,255,511,255,255,127,511,127,255,511,127,511,1023,255,1023,127,255,255,321.56
344,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,1023,255,1023,127,255,255,342.04
345,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,1023,255,1023,127,255,255,342.04
346,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
347,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
348,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
349,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
350,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
351,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
352,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
353,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
354,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
355,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
356,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
357,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
358,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
359,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
360,255,127,255,255,127,255,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,383
361,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,393.24
362,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,393.24
363,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,393.24
364,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,393.24
365,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,393.24
366,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,393.24
367,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,393.24
368,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,393.24
369,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,255,255,393.24
370,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
371,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
372,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
373,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
374,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
375,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
376,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
377,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
378,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
379,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
380,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
381,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
382,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
383,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
384,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
385,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
386,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
387,255,127,255,255,127,511,127,255,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,403.48
388,255,127,255,255,127,511,127,511,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,413.72
389,255,127,255,255,127,511,127,511,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,413.72
390,255,127,255,255,127,511,127,511,255,511,255,255,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,413.72
391,255,127,255,255,127,511,127,511,255,511,255,511,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,423.96
392,255,127,255,255,127,511,127,511,255,511,255,511,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,423.96
393,255,127,255,255,127,511,127,511,255,511,255,511,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,423.96
394,255,127,255,255,127,511,127,511,255,511,255,511,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,423.96
395,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,444.44
396,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,444.44
397,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,444.44
398,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,444.44
399,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,444.44
400,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,127,511,255,444.44
401,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,449.56
402,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,449.56
403,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,449.56
404,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,449.56
405,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,449.56
406,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,449.56
407,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,449.56
408,255,127,255,255,127,511,127,511,255,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,449.56
409,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,459.8
410,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,459.8
411,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,459.8
412,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,459.8
413,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,127,255,511,127,511,2047,255,1023,255,511,255,459.8
414,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,2047,255,1023,255,511,255,464.92
415,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,2047,255,1023,255,511,255,464.92
416,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,2047,255,1023,255,511,255,464.92
417,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
418,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
419,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
420,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
421,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
422,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
423,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
424,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
425,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
426,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
427,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
428,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,127,511,4095,255,1023,255,511,255,546.84
429,255,127,255,255,127,511,127,511,511,1023,255,511,127,1023,255,255,511,255,511,4095,255,1023,255,511,255,551.96
430,255,127,255,255,127,511,255,511,511,1023,255,511,127,1023,255,255,511,255,511,4095,255,1023,255,511,255,557.08
431,255,127,255,255,127,511,255,511,511,1023,255,511,127,1023,255,255,511,255,511,4095,255,1023,255,511,255,557.08
432,255,127,255,255,127,511,255,511,511,1023,255,511,127,1023,255,255,511,255,511,4095,255,1023,255,511,255,557.08
433,255,127,255,255,127,511,255,511,511,1023,255,511,127,1023,255,255,511,255,511,4095,255,1023,255,511,255,557.08
434,255,127,255,255,127,511,255,511,511,1023,255,511,127,1023,255,255,511,255,511,4095,255,1023,255,511,255,557.08
435,255,127,255,255,127,511,255,511,511,1023,255,511,127,1023,255,255,511,255,511,4095,255,1023,255,511,255,557.08
436,255,127,255,255,127,511,255,511,511,1023,255,511,127,1023,255,255,511,255,511,4095,255,1023,255,511,255,557.08
