Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Estimator_26,Estimator_27,Estimator_28,Estimator_29,Estimator_30,Estimator_31,Estimator_32,Estimator_33,Estimator_34,Estimator_35,Estimator_36,Estimator_37,Estimator_38,Estimator_39,Estimator_40,Estimator_41,Estimator_42,Estimator_43,Estimator_44,Estimator_45,Estimator_46,Estimator_47,Estimator_48,Estimator_49,Estimator_50,Average_Estimator
3181,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3182,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3183,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3184,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3185,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3186,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3187,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3188,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3189,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3190,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3191,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3192,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3193,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3194,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3195,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3196,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3197,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3198,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3199,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3200,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3201,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3202,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3203,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3204,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3205,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3206,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3207,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3208,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3209,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3210,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3211,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,2047,4095,2825.24
3212,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3213,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3214,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3215,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3216,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3217,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3218,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3219,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3220,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3221,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3222,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3223,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3224,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,4095,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2866.2
3225,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3226,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3227,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3228,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3229,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3230,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3231,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3232,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3233,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3234,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3235,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3236,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3237,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3238,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3239,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3240,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3241,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3242,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3243,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3244,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3245,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3246,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3247,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3248,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3249,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3250,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3251,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3252,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3253,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3254,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3255,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3256,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3257,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3258,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3259,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3260,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3261,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3262,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3263,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3264,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3265,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
3266,1023,2047,4095,2047,2047,8191,2047,4095,2047,2047,1023,2047,2047,2047,1023,1023,1023,2047,2047,2047,4095,8191,4095,2047,8191,2047,2047,2047,2047,2047,8191,2047,4095,2047,4095,2047,2047,4095,2047,4095,2047,2047,2047,2047,1023,2047,2047,8191,4095,4095,2948.12
