Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Estimator_26,Estimator_27,Estimator_28,Estimator_29,Estimator_30,Estimator_31,Estimator_32,Estimator_33,Estimator_34,Estimator_35,Estimator_36,Estimator_37,Estimator_38,Estimator_39,Estimator_40,Estimator_41,Estimator_42,Estimator_43,Estimator_44,Estimator_45,Estimator_46,Estimator_47,Estimator_48,Estimator_49,Estimator_50,Average_Estimator
3903,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3904,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3905,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3906,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3907,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3908,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3909,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3910,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3911,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3912,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3913,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3914,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3915,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3916,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3917,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,4095,3808.28
3918,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3919,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3920,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3921,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3922,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3923,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3924,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3925,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3926,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3927,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3928,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3929,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3930,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,2047,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3890.2
3931,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3932,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3933,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3934,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3935,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3936,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3937,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3938,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3939,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3940,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3941,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3942,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3943,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3944,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3945,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3946,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3947,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3948,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3949,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3950,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3951,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3952,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3953,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3954,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3955,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3956,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3957,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3958,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3959,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3960,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3961,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3962,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3963,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3964,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3965,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3966,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3967,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3968,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3969,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3970,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3971,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3972,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3973,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3974,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3975,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3976,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3977,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3978,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3979,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3980,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3981,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3982,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3983,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3984,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3985,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3986,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3987,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
3988,1023,2047,4095,4095,2047,16383,2047,4095,4095,2047,2047,4095,2047,2047,1023,2047,1023,8191,2047,2047,8191,8191,4095,2047,8191,4095,2047,2047,2047,2047,8191,2047,4095,4095,4095,2047,2047,8191,2047,4095,8191,2047,2047,2047,1023,4095,4095,8191,4095,8191,3931.16
