Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Estimator_26,Estimator_27,Estimator_28,Estimator_29,Estimator_30,Estimator_31,Estimator_32,Estimator_33,Estimator_34,Estimator_35,Estimator_36,Estimator_37,Estimator_38,Estimator_39,Estimator_40,Estimator_41,Estimator_42,Estimator_43,Estimator_44,Estimator_45,Estimator_46,Estimator_47,Estimator_48,Estimator_49,Estimator_50,Estimator_51,Estimator_52,Estimator_53,Estimator_54,Estimator_55,Estimator_56,Estimator_57,Estimator_58,Estimator_59,Estimator_60,Estimator_61,Estimator_62,Estimator_63,Estimator_64,Estimator_65,Estimator_66,Estimator_67,Estimator_68,Estimator_69,Estimator_70,Estimator_71,Estimator_72,Estimator_73,Estimator_74,Estimator_75,Average_Estimator
9745,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9746,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9747,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9748,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9749,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9750,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9751,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9752,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9753,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9754,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9755,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9756,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9757,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9758,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9759,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9760,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9761,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9762,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9763,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9764,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9765,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9766,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9767,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9768,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9769,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9770,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9771,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9772,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9773,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9774,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9775,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9776,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9777,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9778,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9779,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9780,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9781,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9782,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9783,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9784,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9785,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9786,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9787,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9788,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9789,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9790,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9791,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9792,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9793,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9794,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9795,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9796,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9797,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9798,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9799,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9800,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
9801,8191,4095,8191,8191,16383,8191,8191,8191,4095,8191,8191,16383,4095,8191,8191,4095,16383,8191,16383,8191,2047,16383,8191,4095,8191,8191,8191,4095,8191,4095,16383,2047,2047,16383,16383,8191,4095,2047,4095,8191,8191,4095,8191,16383,4095,16383,16383,8191,8191,4095,4095,4095,4095,16383,8191,4095,8191,8191,4095,8191,4095,8191,4095,8191,32767,4095,8191,4095,8191,16383,4095,8191,4095,4095,8191,8300.23
